0.000000,0.001202
39.062500,0.002423
78.125000,0.002478
117.187500,0.002576
156.250000,0.002724
195.312500,0.002936
234.375000,0.003235
273.437500,0.003662
312.500000,0.004291
351.562500,0.005279
390.625000,0.007003
429.687500,0.010684
468.750000,0.023649
507.812500,0.093312
546.875000,0.015378
585.937500,0.008312
625.000000,0.005674
664.062500,0.004300
703.125000,0.003460
742.187500,0.002895
781.250000,0.002490
820.312500,0.002186
859.375000,0.001951
898.437500,0.001763
937.500000,0.001610
976.562500,0.001483
1015.625000,0.001377
1054.687500,0.001286
1093.750000,0.001208
1132.812500,0.001141
1171.875000,0.001081
1210.937500,0.001029
1250.000000,0.000983
1289.062500,0.000942
1328.125000,0.000905
1367.187500,0.000872
1406.250000,0.000842
1445.312500,0.000815
1484.375000,0.000790
1523.437500,0.000768
1562.500000,0.000748
1601.562500,0.000729
1640.625000,0.000712
1679.687500,0.000697
1718.750000,0.000682
1757.812500,0.000669
1796.875000,0.000657
1835.937500,0.000646
1875.000000,0.000636
1914.062500,0.000627
1953.125000,0.000619
1992.187500,0.000611
2031.250000,0.000604
2070.312500,0.000598
2109.375000,0.000593
2148.437500,0.000588
2187.500000,0.000583
2226.562500,0.000580
2265.625000,0.000576
2304.687500,0.000574
2343.750000,0.000571
2382.812500,0.000570
2421.875000,0.000569
2460.937500,0.000568
2500.000000,0.000284
